employer_key,employer_code,employer_name,company_type,industry,sector,hq_country,hq_state,hq_city,website,linkedin_company_url,size_bucket,sponsor_f1_flag,remote_friendly_flag,diversity_program_flag,talent_partner_flag,last_engagement_date,employer_rating,created_at,updated_at,products,slu_relation,logo_url
492,EMP0492,Company 492,Startup,Consulting,Private,USA,CA,Mountain View,https://company492.com,https://linkedin.com/company/company492,1-49,0,0,1,1,2021-05-07,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
493,EMP0493,Company 493,SMB,Media,Public,USA,TX,Austin,https://company493.com,https://linkedin.com/company/company493,50-199,1,1,0,0,2021-05-08,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
494,EMP0494,Company 494,Enterprise,Aerospace,Gov,USA,NY,New York,https://company494.com,https://linkedin.com/company/company494,200-999,0,0,0,0,2021-05-09,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
495,EMP0495,Company 495,Gov,Technology,Nonprofit,USA,WA,Seattle,https://company495.com,https://linkedin.com/company/company495,1000+,1,1,1,0,2021-05-10,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
496,EMP0496,Company 496,Nonprofit,Healthcare,Private,USA,MA,Boston,https://company496.com,https://linkedin.com/company/company496,1-49,0,0,0,1,2021-05-11,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
497,EMP0497,Company 497,Other,Finance,Public,USA,GA,Atlanta,https://company497.com,https://linkedin.com/company/company497,50-199,1,1,0,0,2021-05-12,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
498,EMP0498,Company 498,Startup,Retail,Gov,USA,AZ,Phoenix,https://company498.com,https://linkedin.com/company/company498,200-999,0,0,1,0,2021-05-13,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
499,EMP0499,Company 499,SMB,Education,Nonprofit,USA,NC,Charlotte,https://company499.com,https://linkedin.com/company/company499,1000+,1,1,0,0,2021-05-14,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
500,EMP0500,Company 500,Enterprise,Manufacturing,Private,USA,MO,St. Louis,https://company500.com,https://linkedin.com/company/company500,1-49,0,0,0,1,2021-05-15,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
501,EMP0501,Company 501,Gov,Consulting,Public,USA,IL,Chicago,https://company501.com,https://linkedin.com/company/company501,50-199,1,1,1,0,2021-05-16,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
502,EMP0502,Company 502,Nonprofit,Media,Gov,USA,CA,Mountain View,https://company502.com,https://linkedin.com/company/company502,200-999,0,0,0,0,2021-05-17,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
503,EMP0503,Company 503,Other,Aerospace,Nonprofit,USA,TX,Austin,https://company503.com,https://linkedin.com/company/company503,1000+,1,1,0,0,2021-05-18,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
504,EMP0504,Company 504,Startup,Technology,Private,USA,NY,New York,https://company504.com,https://linkedin.com/company/company504,1-49,0,0,1,1,2021-05-19,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
505,EMP0505,Company 505,SMB,Healthcare,Public,USA,WA,Seattle,https://company505.com,https://linkedin.com/company/company505,50-199,1,1,0,0,2021-05-20,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
506,EMP0506,Company 506,Enterprise,Finance,Gov,USA,MA,Boston,https://company506.com,https://linkedin.com/company/company506,200-999,0,0,0,0,2021-05-21,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
507,EMP0507,Company 507,Gov,Retail,Nonprofit,USA,GA,Atlanta,https://company507.com,https://linkedin.com/company/company507,1000+,1,1,1,0,2021-05-22,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
508,EMP0508,Company 508,Nonprofit,Education,Private,USA,AZ,Phoenix,https://company508.com,https://linkedin.com/company/company508,1-49,0,0,0,1,2021-05-23,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
509,EMP0509,Company 509,Other,Manufacturing,Public,USA,NC,Charlotte,https://company509.com,https://linkedin.com/company/company509,50-199,1,1,0,0,2021-05-24,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
510,EMP0510,Company 510,Startup,Consulting,Gov,USA,MO,St. Louis,https://company510.com,https://linkedin.com/company/company510,200-999,0,0,1,0,2021-05-25,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
511,EMP0511,Company 511,SMB,Media,Nonprofit,USA,IL,Chicago,https://company511.com,https://linkedin.com/company/company511,1000+,1,1,0,0,2021-05-26,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
512,EMP0512,Company 512,Enterprise,Aerospace,Private,USA,CA,Mountain View,https://company512.com,https://linkedin.com/company/company512,1-49,0,0,0,1,2021-05-27,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
513,EMP0513,Company 513,Gov,Technology,Public,USA,TX,Austin,https://company513.com,https://linkedin.com/company/company513,50-199,1,1,1,0,2021-05-28,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
514,EMP0514,Company 514,Nonprofit,Healthcare,Gov,USA,NY,New York,https://company514.com,https://linkedin.com/company/company514,200-999,0,0,0,0,2021-05-29,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
515,EMP0515,Company 515,Other,Finance,Nonprofit,USA,WA,Seattle,https://company515.com,https://linkedin.com/company/company515,1000+,1,1,0,0,2021-05-30,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
516,EMP0516,Company 516,Startup,Retail,Private,USA,MA,Boston,https://company516.com,https://linkedin.com/company/company516,1-49,0,0,1,1,2021-05-31,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
517,EMP0517,Company 517,SMB,Education,Public,USA,GA,Atlanta,https://company517.com,https://linkedin.com/company/company517,50-199,1,1,0,0,2021-06-01,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
518,EMP0518,Company 518,Enterprise,Manufacturing,Gov,USA,AZ,Phoenix,https://company518.com,https://linkedin.com/company/company518,200-999,0,0,0,0,2021-06-02,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
519,EMP0519,Company 519,Gov,Consulting,Nonprofit,USA,NC,Charlotte,https://company519.com,https://linkedin.com/company/company519,1000+,1,1,1,0,2021-06-03,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
520,EMP0520,Company 520,Nonprofit,Media,Private,USA,MO,St. Louis,https://company520.com,https://linkedin.com/company/company520,1-49,0,0,0,1,2021-06-04,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
521,EMP0521,Company 521,Other,Aerospace,Public,USA,IL,Chicago,https://company521.com,https://linkedin.com/company/company521,50-199,1,1,0,0,2021-06-05,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
522,EMP0522,Company 522,Startup,Technology,Gov,USA,CA,Mountain View,https://company522.com,https://linkedin.com/company/company522,200-999,0,0,1,0,2021-06-06,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
523,EMP0523,Company 523,SMB,Healthcare,Nonprofit,USA,TX,Austin,https://company523.com,https://linkedin.com/company/company523,1000+,1,1,0,0,2021-06-07,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
524,EMP0524,Company 524,Enterprise,Finance,Private,USA,NY,New York,https://company524.com,https://linkedin.com/company/company524,1-49,0,0,0,1,2021-06-08,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
525,EMP0525,Company 525,Gov,Retail,Public,USA,WA,Seattle,https://company525.com,https://linkedin.com/company/company525,50-199,1,1,1,0,2021-06-09,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
526,EMP0526,Company 526,Nonprofit,Education,Gov,USA,MA,Boston,https://company526.com,https://linkedin.com/company/company526,200-999,0,0,0,0,2021-06-10,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
527,EMP0527,Company 527,Other,Manufacturing,Nonprofit,USA,GA,Atlanta,https://company527.com,https://linkedin.com/company/company527,1000+,1,1,0,0,2021-06-11,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
528,EMP0528,Company 528,Startup,Consulting,Private,USA,AZ,Phoenix,https://company528.com,https://linkedin.com/company/company528,1-49,0,0,1,1,2021-06-12,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
529,EMP0529,Company 529,SMB,Media,Public,USA,NC,Charlotte,https://company529.com,https://linkedin.com/company/company529,50-199,1,1,0,0,2021-06-13,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
530,EMP0530,Company 530,Enterprise,Aerospace,Gov,USA,MO,St. Louis,https://company530.com,https://linkedin.com/company/company530,200-999,0,0,0,0,2021-06-14,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
531,EMP0531,Company 531,Gov,Technology,Nonprofit,USA,IL,Chicago,https://company531.com,https://linkedin.com/company/company531,1000+,1,1,1,0,2021-06-15,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
532,EMP0532,Company 532,Nonprofit,Healthcare,Private,USA,CA,Mountain View,https://company532.com,https://linkedin.com/company/company532,1-49,0,0,0,1,2021-06-16,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
533,EMP0533,Company 533,Other,Finance,Public,USA,TX,Austin,https://company533.com,https://linkedin.com/company/company533,50-199,1,1,0,0,2021-06-17,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
534,EMP0534,Company 534,Startup,Retail,Gov,USA,NY,New York,https://company534.com,https://linkedin.com/company/company534,200-999,0,0,1,0,2021-06-18,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
535,EMP0535,Company 535,SMB,Education,Nonprofit,USA,WA,Seattle,https://company535.com,https://linkedin.com/company/company535,1000+,1,1,0,0,2021-06-19,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
536,EMP0536,Company 536,Enterprise,Manufacturing,Private,USA,MA,Boston,https://company536.com,https://linkedin.com/company/company536,1-49,0,0,0,1,2021-06-20,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
537,EMP0537,Company 537,Gov,Consulting,Public,USA,GA,Atlanta,https://company537.com,https://linkedin.com/company/company537,50-199,1,1,1,0,2021-06-21,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
538,EMP0538,Company 538,Nonprofit,Media,Gov,USA,AZ,Phoenix,https://company538.com,https://linkedin.com/company/company538,200-999,0,0,0,0,2021-06-22,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
539,EMP0539,Company 539,Other,Aerospace,Nonprofit,USA,NC,Charlotte,https://company539.com,https://linkedin.com/company/company539,1000+,1,1,0,0,2021-06-23,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
540,EMP0540,Company 540,Startup,Technology,Private,USA,MO,St. Louis,https://company540.com,https://linkedin.com/company/company540,1-49,0,0,1,1,2021-06-24,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
541,EMP0541,Company 541,SMB,Healthcare,Public,USA,IL,Chicago,https://company541.com,https://linkedin.com/company/company541,50-199,1,1,0,0,2021-06-25,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
542,EMP0542,Company 542,Enterprise,Finance,Gov,USA,CA,Mountain View,https://company542.com,https://linkedin.com/company/company542,200-999,0,0,0,0,2021-06-26,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
543,EMP0543,Company 543,Gov,Retail,Nonprofit,USA,TX,Austin,https://company543.com,https://linkedin.com/company/company543,1000+,1,1,1,0,2021-06-27,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
544,EMP0544,Company 544,Nonprofit,Education,Private,USA,NY,New York,https://company544.com,https://linkedin.com/company/company544,1-49,0,0,0,1,2021-06-28,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
545,EMP0545,Company 545,Other,Manufacturing,Public,USA,WA,Seattle,https://company545.com,https://linkedin.com/company/company545,50-199,1,1,0,0,2021-06-29,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
546,EMP0546,Company 546,Startup,Consulting,Gov,USA,MA,Boston,https://company546.com,https://linkedin.com/company/company546,200-999,0,0,1,0,2021-06-30,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
547,EMP0547,Company 547,SMB,Media,Nonprofit,USA,GA,Atlanta,https://company547.com,https://linkedin.com/company/company547,1000+,1,1,0,0,2021-07-01,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
548,EMP0548,Company 548,Enterprise,Aerospace,Private,USA,AZ,Phoenix,https://company548.com,https://linkedin.com/company/company548,1-49,0,0,0,1,2021-07-02,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
549,EMP0549,Company 549,Gov,Technology,Public,USA,NC,Charlotte,https://company549.com,https://linkedin.com/company/company549,50-199,1,1,1,0,2021-07-03,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
550,EMP0550,Company 550,Nonprofit,Healthcare,Gov,USA,MO,St. Louis,https://company550.com,https://linkedin.com/company/company550,200-999,0,0,0,0,2021-07-04,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
551,EMP0551,Company 551,Other,Finance,Nonprofit,USA,IL,Chicago,https://company551.com,https://linkedin.com/company/company551,1000+,1,1,0,0,2021-07-05,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
552,EMP0552,Company 552,Startup,Retail,Private,USA,CA,Mountain View,https://company552.com,https://linkedin.com/company/company552,1-49,0,0,1,1,2021-07-06,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
553,EMP0553,Company 553,SMB,Education,Public,USA,TX,Austin,https://company553.com,https://linkedin.com/company/company553,50-199,1,1,0,0,2021-07-07,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
554,EMP0554,Company 554,Enterprise,Manufacturing,Gov,USA,NY,New York,https://company554.com,https://linkedin.com/company/company554,200-999,0,0,0,0,2021-07-08,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
555,EMP0555,Company 555,Gov,Consulting,Nonprofit,USA,WA,Seattle,https://company555.com,https://linkedin.com/company/company555,1000+,1,1,1,0,2021-07-09,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
556,EMP0556,Company 556,Nonprofit,Media,Private,USA,MA,Boston,https://company556.com,https://linkedin.com/company/company556,1-49,0,0,0,1,2021-07-10,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
557,EMP0557,Company 557,Other,Aerospace,Public,USA,GA,Atlanta,https://company557.com,https://linkedin.com/company/company557,50-199,1,1,0,0,2021-07-11,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
558,EMP0558,Company 558,Startup,Technology,Gov,USA,AZ,Phoenix,https://company558.com,https://linkedin.com/company/company558,200-999,0,0,1,0,2021-07-12,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
559,EMP0559,Company 559,SMB,Healthcare,Nonprofit,USA,NC,Charlotte,https://company559.com,https://linkedin.com/company/company559,1000+,1,1,0,0,2021-07-13,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
560,EMP0560,Company 560,Enterprise,Finance,Private,USA,MO,St. Louis,https://company560.com,https://linkedin.com/company/company560,1-49,0,0,0,1,2021-07-14,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
561,EMP0561,Company 561,Gov,Retail,Public,USA,IL,Chicago,https://company561.com,https://linkedin.com/company/company561,50-199,1,1,1,0,2021-07-15,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
562,EMP0562,Company 562,Nonprofit,Education,Gov,USA,CA,Mountain View,https://company562.com,https://linkedin.com/company/company562,200-999,0,0,0,0,2021-07-16,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
563,EMP0563,Company 563,Other,Manufacturing,Nonprofit,USA,TX,Austin,https://company563.com,https://linkedin.com/company/company563,1000+,1,1,0,0,2021-07-17,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
564,EMP0564,Company 564,Startup,Consulting,Private,USA,NY,New York,https://company564.com,https://linkedin.com/company/company564,1-49,0,0,1,1,2021-07-18,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
565,EMP0565,Company 565,SMB,Media,Public,USA,WA,Seattle,https://company565.com,https://linkedin.com/company/company565,50-199,1,1,0,0,2021-07-19,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
566,EMP0566,Company 566,Enterprise,Aerospace,Gov,USA,MA,Boston,https://company566.com,https://linkedin.com/company/company566,200-999,0,0,0,0,2021-07-20,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
567,EMP0567,Company 567,Gov,Technology,Nonprofit,USA,GA,Atlanta,https://company567.com,https://linkedin.com/company/company567,1000+,1,1,1,0,2021-07-21,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
568,EMP0568,Company 568,Nonprofit,Healthcare,Private,USA,AZ,Phoenix,https://company568.com,https://linkedin.com/company/company568,1-49,0,0,0,1,2021-07-22,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
569,EMP0569,Company 569,Other,Finance,Public,USA,NC,Charlotte,https://company569.com,https://linkedin.com/company/company569,50-199,1,1,0,0,2021-07-23,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
570,EMP0570,Company 570,Startup,Retail,Gov,USA,MO,St. Louis,https://company570.com,https://linkedin.com/company/company570,200-999,0,0,1,0,2021-07-24,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
571,EMP0571,Company 571,SMB,Education,Nonprofit,USA,IL,Chicago,https://company571.com,https://linkedin.com/company/company571,1000+,1,1,0,0,2021-07-25,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
572,EMP0572,Company 572,Enterprise,Manufacturing,Private,USA,CA,Mountain View,https://company572.com,https://linkedin.com/company/company572,1-49,0,0,0,1,2021-07-26,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
573,EMP0573,Company 573,Gov,Consulting,Public,USA,TX,Austin,https://company573.com,https://linkedin.com/company/company573,50-199,1,1,1,0,2021-07-27,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
574,EMP0574,Company 574,Nonprofit,Media,Gov,USA,NY,New York,https://company574.com,https://linkedin.com/company/company574,200-999,0,0,0,0,2021-07-28,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
575,EMP0575,Company 575,Other,Aerospace,Nonprofit,USA,WA,Seattle,https://company575.com,https://linkedin.com/company/company575,1000+,1,1,0,0,2021-07-29,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
576,EMP0576,Company 576,Startup,Technology,Private,USA,MA,Boston,https://company576.com,https://linkedin.com/company/company576,1-49,0,0,1,1,2021-07-30,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
577,EMP0577,Company 577,SMB,Healthcare,Public,USA,GA,Atlanta,https://company577.com,https://linkedin.com/company/company577,50-199,1,1,0,0,2021-07-31,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
578,EMP0578,Company 578,Enterprise,Finance,Gov,USA,AZ,Phoenix,https://company578.com,https://linkedin.com/company/company578,200-999,0,0,0,0,2021-08-01,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
579,EMP0579,Company 579,Gov,Retail,Nonprofit,USA,NC,Charlotte,https://company579.com,https://linkedin.com/company/company579,1000+,1,1,1,0,2021-08-02,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
580,EMP0580,Company 580,Nonprofit,Education,Private,USA,MO,St. Louis,https://company580.com,https://linkedin.com/company/company580,1-49,0,0,0,1,2021-08-03,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
581,EMP0581,Company 581,Other,Manufacturing,Public,USA,IL,Chicago,https://company581.com,https://linkedin.com/company/company581,50-199,1,1,0,0,2021-08-04,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
582,EMP0582,Company 582,Startup,Consulting,Gov,USA,CA,Mountain View,https://company582.com,https://linkedin.com/company/company582,200-999,0,0,1,0,2021-08-05,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
583,EMP0583,Company 583,SMB,Media,Nonprofit,USA,TX,Austin,https://company583.com,https://linkedin.com/company/company583,1000+,1,1,0,0,2021-08-06,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
584,EMP0584,Company 584,Enterprise,Aerospace,Private,USA,NY,New York,https://company584.com,https://linkedin.com/company/company584,1-49,0,0,0,1,2021-08-07,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
585,EMP0585,Company 585,Gov,Technology,Public,USA,WA,Seattle,https://company585.com,https://linkedin.com/company/company585,50-199,1,1,1,0,2021-08-08,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
586,EMP0586,Company 586,Nonprofit,Healthcare,Gov,USA,MA,Boston,https://company586.com,https://linkedin.com/company/company586,200-999,0,0,0,0,2021-08-09,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
587,EMP0587,Company 587,Other,Finance,Nonprofit,USA,GA,Atlanta,https://company587.com,https://linkedin.com/company/company587,1000+,1,1,0,0,2021-08-10,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
588,EMP0588,Company 588,Startup,Retail,Private,USA,AZ,Phoenix,https://company588.com,https://linkedin.com/company/company588,1-49,0,0,1,1,2021-08-11,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
589,EMP0589,Company 589,SMB,Education,Public,USA,NC,Charlotte,https://company589.com,https://linkedin.com/company/company589,50-199,1,1,0,0,2021-08-12,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
590,EMP0590,Company 590,Enterprise,Manufacturing,Gov,USA,MO,St. Louis,https://company590.com,https://linkedin.com/company/company590,200-999,0,0,0,0,2021-08-13,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
591,EMP0591,Company 591,Gov,Consulting,Nonprofit,USA,IL,Chicago,https://company591.com,https://linkedin.com/company/company591,1000+,1,1,1,0,2021-08-14,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
592,EMP0592,Company 592,Nonprofit,Media,Private,USA,CA,Mountain View,https://company592.com,https://linkedin.com/company/company592,1-49,0,0,0,1,2021-08-15,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
593,EMP0593,Company 593,Other,Aerospace,Public,USA,TX,Austin,https://company593.com,https://linkedin.com/company/company593,50-199,1,1,0,0,2021-08-16,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
594,EMP0594,Company 594,Startup,Technology,Gov,USA,NY,New York,https://company594.com,https://linkedin.com/company/company594,200-999,0,0,1,0,2021-08-17,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
595,EMP0595,Company 595,SMB,Healthcare,Nonprofit,USA,WA,Seattle,https://company595.com,https://linkedin.com/company/company595,1000+,1,1,0,0,2021-08-18,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
596,EMP0596,Company 596,Enterprise,Finance,Private,USA,MA,Boston,https://company596.com,https://linkedin.com/company/company596,1-49,0,0,0,1,2021-08-19,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
597,EMP0597,Company 597,Gov,Retail,Public,USA,GA,Atlanta,https://company597.com,https://linkedin.com/company/company597,50-199,1,1,1,0,2021-08-20,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
598,EMP0598,Company 598,Nonprofit,Education,Gov,USA,AZ,Phoenix,https://company598.com,https://linkedin.com/company/company598,200-999,0,0,0,0,2021-08-21,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
599,EMP0599,Company 599,Other,Manufacturing,Nonprofit,USA,NC,Charlotte,https://company599.com,https://linkedin.com/company/company599,1000+,1,1,0,0,2021-08-22,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
600,EMP0600,Company 600,Startup,Consulting,Private,USA,MO,St. Louis,https://company600.com,https://linkedin.com/company/company600,1-49,0,0,1,1,2021-08-23,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
601,EMP0601,Company 601,SMB,Media,Public,USA,IL,Chicago,https://company601.com,https://linkedin.com/company/company601,50-199,1,1,0,0,2021-08-24,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
602,EMP0602,Company 602,Enterprise,Aerospace,Gov,USA,CA,Mountain View,https://company602.com,https://linkedin.com/company/company602,200-999,0,0,0,0,2021-08-25,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
603,EMP0603,Company 603,Gov,Technology,Nonprofit,USA,TX,Austin,https://company603.com,https://linkedin.com/company/company603,1000+,1,1,1,0,2021-08-26,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
604,EMP0604,Company 604,Nonprofit,Healthcare,Private,USA,NY,New York,https://company604.com,https://linkedin.com/company/company604,1-49,0,0,0,1,2021-08-27,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
605,EMP0605,Company 605,Other,Finance,Public,USA,WA,Seattle,https://company605.com,https://linkedin.com/company/company605,50-199,1,1,0,0,2021-08-28,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
606,EMP0606,Company 606,Startup,Retail,Gov,USA,MA,Boston,https://company606.com,https://linkedin.com/company/company606,200-999,0,0,1,0,2021-08-29,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
607,EMP0607,Company 607,SMB,Education,Nonprofit,USA,GA,Atlanta,https://company607.com,https://linkedin.com/company/company607,1000+,1,1,0,0,2021-08-30,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
608,EMP0608,Company 608,Enterprise,Manufacturing,Private,USA,AZ,Phoenix,https://company608.com,https://linkedin.com/company/company608,1-49,0,0,0,1,2021-08-31,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
609,EMP0609,Company 609,Gov,Consulting,Public,USA,NC,Charlotte,https://company609.com,https://linkedin.com/company/company609,50-199,1,1,1,0,2021-09-01,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
610,EMP0610,Company 610,Nonprofit,Media,Gov,USA,MO,St. Louis,https://company610.com,https://linkedin.com/company/company610,200-999,0,0,0,0,2021-09-02,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
611,EMP0611,Company 611,Other,Aerospace,Nonprofit,USA,IL,Chicago,https://company611.com,https://linkedin.com/company/company611,1000+,1,1,0,0,2021-09-03,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
612,EMP0612,Company 612,Startup,Technology,Private,USA,CA,Mountain View,https://company612.com,https://linkedin.com/company/company612,1-49,0,0,1,1,2021-09-04,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
613,EMP0613,Company 613,SMB,Healthcare,Public,USA,TX,Austin,https://company613.com,https://linkedin.com/company/company613,50-199,1,1,0,0,2021-09-05,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
614,EMP0614,Company 614,Enterprise,Finance,Gov,USA,NY,New York,https://company614.com,https://linkedin.com/company/company614,200-999,0,0,0,0,2021-09-06,10,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
615,EMP0615,Company 615,Gov,Retail,Nonprofit,USA,WA,Seattle,https://company615.com,https://linkedin.com/company/company615,1000+,1,1,1,0,2021-09-07,6,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
616,EMP0616,Company 616,Nonprofit,Education,Private,USA,MA,Boston,https://company616.com,https://linkedin.com/company/company616,1-49,0,0,0,1,2021-09-08,7,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
617,EMP0617,Company 617,Other,Manufacturing,Public,USA,GA,Atlanta,https://company617.com,https://linkedin.com/company/company617,50-199,1,1,0,0,2021-09-09,8,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
618,EMP0618,Company 618,Startup,Consulting,Gov,USA,AZ,Phoenix,https://company618.com,https://linkedin.com/company/company618,200-999,0,0,1,0,2021-09-10,9,2025-11-07 07:53:54,2025-11-07 07:53:54,,,
