fact_id,student_key,employer_key,contact_key,event_key,event_date_key,hire_date_key,alumni_employee_id_at_employer,participated_university_event_flag,participated_outside_event_flag,alumni_event_flag,applications_submitted,interviews_count,job_offers_count,hired_flag,donations_amount,mentorship_hours,referrals_made,engagement_score,job_role
952,952,952,952,952,20220809,20220813,EMP-00952-00952,0,1,0,3,0,1,0,108.00,3.3,1,2.80,"Python Developer"
953,953,953,953,953,20220810,20220814,EMP-00953-00953,0,0,1,5,1,0,0,108.67,4.2,2,4.50,"Power BI Developer"
954,954,954,954,954,20220811,20220815,EMP-00954-00954,1,0,0,4,2,0,0,109.33,5.0,0,1.60,"Statistics Engineer"
955,955,955,955,955,20220812,20220816,EMP-00955-00955,0,1,0,1,3,1,1,110.00,5.8,1,1.50,HR
956,956,956,956,956,20220813,20220817,EMP-00956-00956,0,0,1,3,0,1,1,110.67,6.7,2,3.20,"Business Analyst"
957,957,957,957,957,20220814,20220818,EMP-00957-00957,1,0,0,2,1,0,0,111.33,7.5,0,2.30,"Scrum Master"
958,958,958,958,958,20220815,20220819,EMP-00958-00958,0,1,0,4,2,0,0,112.00,8.3,1,3.20,"Test Engineer"
959,959,959,959,959,20220816,20220820,EMP-00959-00959,0,0,1,6,3,1,0,112.67,9.2,2,4.90,"Data Test Engineer"
960,960,960,960,960,20220817,20220821,EMP-00960-00960,1,0,0,0,0,1,1,113.33,0.0,0,1.00,"Project Manager"
961,961,961,961,961,20220818,20220822,EMP-00961-00961,0,1,0,2,1,1,1,114.00,0.8,1,1.90,"Data Analyst"
962,962,962,962,962,20220819,20220823,EMP-00962-00962,0,0,1,4,2,0,0,114.67,1.7,2,2.60,"Data Engineer"
963,963,963,963,963,20220820,20220824,EMP-00963-00963,1,0,0,3,3,0,0,115.33,2.5,0,2.70,"AI Engineer"
964,964,964,964,964,20220821,20220825,EMP-00964-00964,0,1,0,5,0,0,0,116.00,3.3,1,3.60,"ML Engineer"
965,965,965,965,965,20220822,20220826,EMP-00965-00965,0,0,1,2,1,1,1,116.67,4.2,2,4.30,"Data Scientist"
966,966,966,966,966,20220823,20220827,EMP-00966-00966,1,0,0,1,2,1,1,117.33,5.0,0,1.40,"Data Specialist"
967,967,967,967,967,20220824,20220828,EMP-00967-00967,0,1,0,3,3,0,0,118.00,5.8,1,1.30,"SecOps Engineer"
968,968,968,968,968,20220825,20220829,EMP-00968-00968,0,0,1,5,0,0,0,118.67,6.7,2,3.00,"Security Engineer"
969,969,969,969,969,20220826,20220830,EMP-00969-00969,1,0,0,4,1,0,0,119.33,7.5,0,3.10,"IAM Engineer"
970,970,970,970,970,20220827,20220831,EMP-00970-00970,0,1,0,1,2,1,1,120.00,8.3,1,3.00,"Cyber Professional"
971,971,971,971,971,20220828,20220901,EMP-00971-00971,0,0,1,3,3,1,1,120.67,9.2,2,4.70,SDET
972,972,972,972,972,20220829,20220902,EMP-00972-00972,1,0,0,2,0,0,0,121.33,0.0,0,0.80,"Software Test Engineer"
973,973,973,973,973,20220830,20220903,EMP-00973-00973,0,1,0,4,1,1,0,122.00,0.8,1,1.70,"Software Developer"
974,974,974,974,974,20220831,20220904,EMP-00974-00974,0,0,1,6,2,0,0,122.67,1.7,2,3.40,"Full Stack Developer"
975,975,975,975,975,20220901,20220905,EMP-00975-00975,1,0,0,0,3,1,1,123.33,2.5,0,2.50,"Java Developer"
976,976,976,976,976,20220902,20220906,EMP-00976-00976,0,1,0,2,0,1,1,124.00,3.3,1,3.40,"Python Developer"
977,977,977,977,977,20220903,20220907,EMP-00977-00977,0,0,1,4,1,0,0,124.67,4.2,2,4.10,"Power BI Developer"
978,978,978,978,978,20220904,20220908,EMP-00978-00978,1,0,0,3,2,0,0,125.33,5.0,0,1.20,"Statistics Engineer"
979,979,979,979,979,20220905,20220909,EMP-00979-00979,0,1,0,5,3,0,0,126.00,5.8,1,2.10,HR
980,980,980,980,980,20220906,20220910,EMP-00980-00980,0,0,1,2,0,1,1,126.67,6.7,2,2.80,"Business Analyst"
981,981,981,981,981,20220907,20220911,EMP-00981-00981,1,0,0,1,1,1,1,127.33,7.5,0,2.90,"Scrum Master"
982,982,982,982,982,20220908,20220912,EMP-00982-00982,0,1,0,3,2,0,0,128.00,8.3,1,2.80,"Test Engineer"
983,983,983,983,983,20220909,20220913,EMP-00983-00983,0,0,1,5,3,0,0,128.67,9.2,2,4.50,"Data Test Engineer"
984,984,984,984,984,20220910,20220914,EMP-00984-00984,1,0,0,4,0,0,0,129.33,0.0,0,1.60,"Project Manager"
985,985,985,985,985,20220911,20220915,EMP-00985-00985,0,1,0,1,1,1,1,130.00,0.8,1,1.50,"Data Analyst"
986,986,986,986,986,20220912,20220916,EMP-00986-00986,0,0,1,3,2,1,1,130.67,1.7,2,3.20,"Data Engineer"
987,987,987,987,987,20220913,20220917,EMP-00987-00987,1,0,0,2,3,1,0,131.33,2.5,0,2.30,"AI Engineer"
988,988,988,988,988,20220914,20220918,EMP-00988-00988,0,1,0,4,0,0,0,132.00,3.3,1,3.20,"ML Engineer"
989,989,989,989,989,20220915,20220919,EMP-00989-00989,0,0,1,6,1,0,0,132.67,4.2,2,4.90,"Data Scientist"
990,990,990,990,990,20220916,20220920,EMP-00990-00990,1,0,0,0,2,1,1,133.33,5.0,0,1.00,"Data Specialist"
991,991,991,991,991,20220917,20220921,EMP-00991-00991,0,1,0,2,3,1,1,134.00,5.8,1,1.90,"SecOps Engineer"
992,992,992,992,992,20220918,20220922,EMP-00992-00992,0,0,1,4,0,0,0,134.67,6.7,2,2.60,"Security Engineer"
993,993,993,993,993,20220919,20220923,EMP-00993-00993,1,0,0,3,1,0,0,135.33,7.5,0,2.70,"IAM Engineer"
994,994,994,994,994,20220920,20220924,EMP-00994-00994,0,1,0,5,2,1,0,136.00,8.3,1,3.60,"Cyber Professional"
995,995,995,995,995,20220921,20220925,EMP-00995-00995,0,0,1,2,3,1,1,136.67,9.2,2,4.30,SDET
996,996,996,996,996,20220922,20220926,EMP-00996-00996,1,0,0,1,0,1,1,137.33,0.0,0,1.40,"Software Test Engineer"
997,997,997,997,997,20220923,20200101,EMP-00997-00997,0,1,0,3,1,0,0,138.00,0.8,1,1.30,"Software Developer"
998,998,998,998,998,20220924,20200102,EMP-00998-00998,0,0,1,5,2,0,0,138.67,1.7,2,3.00,"Full Stack Developer"
999,999,999,999,999,20220925,20200103,EMP-00999-00999,1,0,0,4,3,0,0,139.33,2.5,0,3.10,"Java Developer"
1000,1000,1000,1000,1000,20220926,20200104,EMP-01000-01000,0,1,0,1,0,1,1,6.67,3.3,1,3.00,"Python Developer"

1001,979,15,164,551,20230604,20230410,EMP-00015-00979,0,0,0,2,0,1,1,9.31,2.0,2,2.84,"ML Engineer"
1002,631,717,560,885,20230412,20230321,EMP-00717-00631,0,1,0,4,1,1,1,7.59,0.6,0,2.53,"Software Engineer"
1003,311,773,418,702,20230416,20230723,EMP-00773-00311,1,1,1,1,3,1,1,8.79,3.0,1,2.51,"Data Analyst"
1004,254,848,545,983,20230927,20231026,EMP-00848-00254,0,0,0,4,1,0,0,9.41,0.5,1,3.18,"ML Engineer"
1005,842,511,432,117,20231122,20230409,EMP-00511-00842,0,1,0,3,2,1,1,9.39,3.6,0,2.43,"Data Analyst"
1006,28,551,317,484,20231022,20230102,EMP-00551-00028,0,1,0,4,2,1,1,9.35,2.6,1,2.99,"Software Engineer"
1007,524,506,762,809,20231106,20230224,EMP-00506-00524,0,1,0,4,0,2,1,8.34,1.6,1,2.90,"ML Engineer"
1008,566,127,548,609,20230914,20230321,EMP-00127-00566,1,1,0,1,1,0,0,9.66,1.3,2,3.42,"Business Analyst"
1009,893,46,738,362,20231105,20230323,EMP-00046-00893,0,0,0,5,2,2,1,7.60,2.2,2,1.87,"AI Engineer"
1010,381,1000,358,699,20230703,20230122,EMP-01000-00381,0,0,0,3,2,0,0,9.43,1.8,2,2.76,"AI Engineer"
1011,109,689,71,725,20230626,20230508,EMP-00689-00109,0,1,0,1,3,0,0,7.98,0.6,0,3.43,"Data Engineer"
1012,628,650,171,808,20230103,20230628,EMP-00650-00628,0,0,1,1,2,2,0,8.48,3.3,0,1.70,"ML Engineer"
1013,129,907,869,344,20231012,20230302,EMP-00907-00129,0,0,1,1,2,1,1,9.28,3.6,2,1.61,"Data Scientist"
1014,665,678,677,535,20230525,20230716,EMP-00678-00665,0,1,1,4,1,0,0,7.34,3.0,2,2.45,"Data Scientist"
1015,617,376,797,920,20230703,20230926,EMP-00376-00617,1,0,0,1,1,2,0,7.19,3.2,0,3.14,"Software Engineer"
1016,181,126,168,145,20231210,20230109,EMP-00126-00181,0,0,1,1,2,1,1,9.96,1.1,1,3.24,"ML Engineer"
1017,117,350,457,868,20230719,20231007,EMP-00350-00117,0,0,1,3,3,2,1,7.28,1.1,0,2.50,"Data Analyst"
1018,595,236,154,122,20230204,20230322,EMP-00236-00595,1,0,1,3,2,2,1,9.34,4.0,0,2.29,"Business Analyst"
1019,167,851,745,917,20230911,20230302,EMP-00851-00167,0,1,0,2,3,0,0,8.97,2.1,0,3.39,"Business Analyst"
1020,646,225,682,870,20231217,20230514,EMP-00225-00646,1,1,0,1,1,2,1,9.54,1.7,2,1.85,"Data Engineer"
1021,733,257,761,381,20230619,20230905,EMP-00257-00733,0,1,0,2,0,2,1,9.41,2.7,1,3.07,"Data Analyst"
1022,225,690,583,706,20230415,20230907,EMP-00690-00225,0,0,0,5,3,1,1,7.19,3.6,2,2.82,"Business Analyst"
1023,405,741,388,680,20230324,20230401,EMP-00741-00405,0,0,0,4,2,2,0,9.47,3.9,1,2.15,"AI Engineer"
1024,417,448,415,516,20230615,20230201,EMP-00448-00417,1,0,0,2,1,2,0,7.16,2.0,0,3.50,"AI Engineer"
1025,680,174,304,763,20230226,20230125,EMP-00174-00680,0,0,0,3,0,2,1,8.55,3.7,0,2.40,"AI Engineer"
1026,534,738,514,467,20230316,20230916,EMP-00738-00534,0,1,0,5,2,2,1,7.24,0.1,0,2.35,"Software Engineer"
1027,923,414,36,142,20231126,20230818,EMP-00414-00923,0,0,0,1,2,0,0,8.81,0.1,0,1.87,"Business Analyst"
1028,333,201,800,474,20230417,20231024,EMP-00201-00333,0,0,1,2,2,2,0,9.77,4.0,1,1.86,"ML Engineer"
1029,308,69,435,14,20230712,20231023,EMP-00069-00308,0,0,0,3,2,1,1,9.45,0.4,1,3.41,"AI Engineer"
1030,549,987,532,860,20231111,20230313,EMP-00987-00549,0,0,0,3,2,0,0,9.09,0.8,1,2.63,"Data Analyst"
1031,669,883,392,463,20230316,20231113,EMP-00883-00669,0,0,0,5,0,1,1,9.94,2.9,2,1.86,"Data Scientist"
1032,846,899,965,38,20230916,20230624,EMP-00899-00846,1,0,0,4,1,0,0,8.42,1.2,0,3.39,"Data Scientist"
1033,479,574,193,565,20230427,20230712,EMP-00574-00479,1,1,0,2,1,1,1,9.78,1.3,1,1.72,"Data Analyst"
1034,188,903,79,873,20231128,20231020,EMP-00903-00188,1,0,0,4,3,2,0,7.45,2.4,2,1.79,"Data Engineer"
1035,863,734,461,976,20230106,20230904,EMP-00734-00863,0,1,0,3,1,1,1,8.59,1.1,2,2.14,"Data Scientist"
1036,75,949,550,38,20230218,20231220,EMP-00949-00075,0,0,0,4,3,2,1,7.88,2.9,0,3.08,"Data Analyst"
1037,155,740,963,155,20230609,20230622,EMP-00740-00155,1,1,0,4,3,1,1,8.10,3.8,2,2.71,"Software Engineer"
1038,409,915,486,100,20231011,20231122,EMP-00915-00409,0,0,0,1,2,1,1,8.13,0.5,1,3.26,"Data Scientist"
1039,523,672,61,930,20231118,20230124,EMP-00672-00523,0,1,0,1,3,0,0,10.00,1.5,0,2.81,"Data Scientist"
1040,968,58,142,351,20230127,20230501,EMP-00058-00968,0,0,0,5,0,2,1,8.49,2.2,1,2.58,"Data Analyst"
1041,724,837,580,915,20231120,20230318,EMP-00837-00724,1,0,0,3,0,2,0,7.22,0.1,2,2.47,"Data Analyst"
1042,229,642,159,248,20230120,20230918,EMP-00642-00229,0,0,0,4,3,0,0,8.03,3.2,1,1.74,"Data Analyst"
1043,548,668,334,914,20231223,20230320,EMP-00668-00548,0,0,0,3,2,1,0,8.90,3.1,0,1.79,"Data Scientist"
1044,347,131,917,570,20230722,20230824,EMP-00131-00347,0,1,0,2,0,2,0,9.72,3.2,0,1.94,"Data Engineer"
1045,124,222,719,854,20230309,20230730,EMP-00222-00124,0,0,0,2,0,2,1,7.87,3.6,2,1.63,"AI Engineer"
1046,602,460,805,274,20230418,20230403,EMP-00460-00602,0,1,1,3,3,2,1,8.73,0.1,2,1.69,"Data Scientist"
1047,339,221,681,689,20230903,20230131,EMP-00221-00339,1,0,0,4,1,1,1,8.53,2.9,2,3.49,"Data Analyst"
1048,179,756,134,224,20231208,20230115,EMP-00756-00179,0,0,1,1,1,2,1,7.93,2.4,0,2.93,"ML Engineer"
1049,848,36,50,491,20230924,20230911,EMP-00036-00848,0,0,0,3,2,1,0,8.73,3.9,2,3.05,"Data Engineer"
1050,217,843,549,322,20231014,20231001,EMP-00843-00217,0,0,0,2,1,2,0,7.68,3.2,0,3.06,"Data Scientist"
1051,750,546,651,716,20231030,20230110,EMP-00546-00750,0,1,0,2,0,1,1,7.10,2.9,0,3.14,"Data Engineer"
1052,294,267,917,1000,20230821,20230125,EMP-00267-00294,1,0,0,4,1,0,0,7.13,2.2,2,2.09,"Data Analyst"
1053,715,331,786,428,20230228,20231127,EMP-00331-00715,0,0,0,5,0,2,1,9.51,1.3,1,3.35,"Software Engineer"
1054,403,482,673,696,20230317,20230715,EMP-00482-00403,1,1,0,4,1,1,1,7.32,3.1,0,1.74,"Data Engineer"
1055,726,896,375,971,20230130,20231111,EMP-00896-00726,0,0,0,2,3,1,0,7.49,2.4,0,1.83,"ML Engineer"
1056,139,411,929,424,20230522,20230505,EMP-00411-00139,1,0,0,2,3,0,0,9.47,3.2,0,3.11,"Data Analyst"
1057,261,101,497,474,20230401,20230129,EMP-00101-00261,0,0,0,2,0,0,0,9.24,1.2,1,2.43,"Business Analyst"
1058,169,806,729,657,20230129,20230912,EMP-00806-00169,0,0,1,1,0,2,1,9.53,3.1,1,1.63,"Business Analyst"
1059,540,624,747,799,20230213,20230914,EMP-00624-00540,0,1,1,1,0,2,1,9.17,3.2,2,3.46,"Software Engineer"
1060,619,992,752,889,20230104,20231105,EMP-00992-00619,0,0,0,4,2,0,0,7.64,0.7,1,3.27,"AI Engineer"
1061,324,42,412,822,20230919,20231010,EMP-00042-00324,0,0,0,2,0,2,1,9.39,1.2,2,2.98,"Data Scientist"
1062,643,850,542,525,20230728,20230424,EMP-00850-00643,0,1,1,1,1,0,0,7.04,0.3,2,2.30,"Data Analyst"
1063,687,588,549,356,20230912,20230930,EMP-00588-00687,1,0,0,4,3,1,1,8.46,3.3,2,2.68,"Business Analyst"
1064,736,914,292,963,20230912,20230522,EMP-00914-00736,0,1,0,5,3,0,0,7.18,1.2,0,2.85,"Business Analyst"
1065,888,223,714,362,20231002,20230727,EMP-00223-00888,1,1,1,2,0,2,0,8.91,1.6,1,1.63,"Business Analyst"
1066,170,116,99,617,20230208,20230805,EMP-00116-00170,0,0,0,2,2,1,0,8.97,3.2,1,2.90,"Data Engineer"
1067,480,946,523,907,20231016,20231103,EMP-00946-00480,1,1,0,4,2,1,1,9.22,2.1,2,2.34,"Data Engineer"
1068,866,864,892,820,20230813,20230122,EMP-00864-00866,0,1,1,4,0,2,1,8.50,3.3,1,2.36,"Data Scientist"
1069,724,485,586,603,20230527,20230801,EMP-00485-00724,0,0,1,4,0,2,0,9.39,2.7,1,1.75,"Data Analyst"
1070,115,220,953,689,20230912,20230904,EMP-00220-00115,1,1,0,5,0,1,0,8.30,2.1,1,3.26,"Data Scientist"
1071,639,488,563,85,20230925,20230922,EMP-00488-00639,1,0,0,2,2,0,0,7.24,0.2,2,3.28,"ML Engineer"
1072,45,2,471,161,20230901,20231007,EMP-00002-00045,0,1,1,5,3,2,0,9.37,1.3,1,2.04,"Data Analyst"
1073,381,139,475,194,20230724,20230705,EMP-00139-00381,0,0,0,4,2,2,0,7.44,1.0,2,2.19,"Data Engineer"
1074,523,193,391,611,20230209,20230524,EMP-00193-00523,0,1,0,5,2,0,0,7.93,0.6,2,2.93,"Data Analyst"
1075,765,140,668,196,20230629,20230226,EMP-00140-00765,1,0,0,4,2,1,1,9.70,1.7,0,2.86,"AI Engineer"
1076,94,119,755,553,20230213,20230608,EMP-00119-00094,0,0,0,2,2,0,0,9.81,1.6,1,2.31,"Data Engineer"
1077,699,886,671,962,20230220,20230602,EMP-00886-00699,0,0,0,3,0,2,1,7.36,1.0,2,1.97,"Data Engineer"
1078,714,482,485,225,20230228,20230519,EMP-00482-00714,0,0,1,2,2,1,1,8.62,2.4,1,2.71,"AI Engineer"
1079,605,315,779,746,20231026,20230128,EMP-00315-00605,0,0,0,2,3,2,0,8.51,0.2,0,2.34,"ML Engineer"
1080,816,324,518,8,20231111,20230202,EMP-00324-00816,0,1,1,5,0,1,1,8.19,4.0,1,3.07,"Data Scientist"
1081,738,403,709,478,20230310,20230317,EMP-00403-00738,0,1,0,1,0,1,0,7.48,2.3,1,2.64,"Data Engineer"
1082,700,55,366,238,20230406,20230922,EMP-00055-00700,0,0,1,3,0,0,0,8.24,3.0,2,1.98,"Data Engineer"
1083,977,768,704,791,20230322,20231220,EMP-00768-00977,0,1,1,5,2,0,0,9.68,1.3,1,2.67,"Data Engineer"
1084,861,495,404,171,20230610,20230116,EMP-00495-00861,0,1,0,3,2,0,0,7.74,2.0,2,1.65,"Data Analyst"
1085,240,987,509,188,20230513,20230618,EMP-00987-00240,1,0,0,1,1,0,0,7.58,0.8,0,2.48,"Data Scientist"
1086,929,534,258,420,20230523,20230805,EMP-00534-00929,0,0,0,1,3,0,0,8.47,0.8,1,2.67,"Data Scientist"
1087,829,207,42,957,20230331,20231221,EMP-00207-00829,0,1,0,4,0,0,0,8.94,2.9,2,1.78,"Business Analyst"
1088,601,474,744,564,20231222,20230401,EMP-00474-00601,0,0,0,1,1,0,0,8.94,1.9,0,2.74,"AI Engineer"
1089,601,37,526,322,20231126,20230614,EMP-00037-00601,0,1,0,1,1,2,1,9.51,1.9,2,2.99,"ML Engineer"
1090,511,722,824,598,20230412,20231226,EMP-00722-00511,0,1,0,1,0,2,1,9.24,2.0,1,1.99,"Software Engineer"
1091,272,674,237,270,20230610,20231014,EMP-00674-00272,0,0,0,4,0,0,0,7.67,1.2,1,3.45,"ML Engineer"
1092,803,306,63,500,20231021,20230911,EMP-00306-00803,0,0,0,3,1,1,0,8.22,3.3,0,2.96,"Data Engineer"
1093,449,601,148,192,20230326,20230214,EMP-00601-00449,0,0,0,4,2,1,0,8.80,1.1,2,1.64,"Data Analyst"
1094,399,97,777,366,20231230,20230209,EMP-00097-00399,0,1,1,2,1,1,0,9.03,1.4,2,2.25,"Data Scientist"
1095,77,760,133,45,20230719,20231211,EMP-00760-00077,0,0,0,4,0,2,1,9.35,2.4,2,1.52,"Data Analyst"
1096,837,569,528,474,20230626,20230828,EMP-00569-00837,0,0,1,5,0,1,0,8.11,2.4,0,3.11,"Business Analyst"
1097,86,485,23,820,20230730,20230526,EMP-00485-00086,0,0,0,1,1,1,0,8.14,0.0,2,2.55,"Data Engineer"
1098,164,934,775,163,20231116,20230427,EMP-00934-00164,0,1,0,3,3,0,0,9.82,2.2,1,1.92,"Data Analyst"
1099,826,757,544,863,20231214,20230913,EMP-00757-00826,0,1,0,1,3,0,0,9.74,1.4,2,2.87,"ML Engineer"
1100,807,152,799,40,20230618,20231223,EMP-00152-00807,0,0,1,1,3,0,0,8.22,3.9,0,1.79,"AI Engineer"
1101,685,690,601,732,20231008,20231214,EMP-00690-00685,0,0,0,3,3,0,0,8.17,0.8,1,2.58,"AI Engineer"
1102,563,522,240,865,20230721,20230109,EMP-00522-00563,0,1,0,2,3,2,1,9.31,4.0,0,2.05,"Software Engineer"
1103,539,742,342,753,20230911,20230420,EMP-00742-00539,0,1,0,1,3,0,0,8.07,3.5,2,3.12,"ML Engineer"
1104,451,197,283,167,20230113,20230118,EMP-00197-00451,1,0,1,3,0,2,1,9.03,1.9,1,3.18,"Data Analyst"
1105,695,523,305,847,20230526,20230607,EMP-00523-00695,1,0,0,1,2,0,0,7.35,3.3,1,3.08,"Data Engineer"
1106,663,255,576,412,20230624,20230511,EMP-00255-00663,0,1,0,1,0,1,1,8.40,2.1,0,1.66,"Data Engineer"
1107,376,106,67,459,20230126,20230131,EMP-00106-00376,0,0,1,4,2,0,0,7.95,0.2,0,2.24,"Data Engineer"
1108,724,611,326,358,20231007,20230818,EMP-00611-00724,0,0,0,1,2,2,1,9.50,2.4,1,3.43,"Data Scientist"
1109,597,447,582,522,20231227,20230112,EMP-00447-00597,0,0,0,1,0,2,0,9.31,0.7,1,1.78,"Software Engineer"
1110,787,790,492,224,20230421,20231007,EMP-00790-00787,1,1,0,5,0,1,0,7.40,1.0,0,2.89,"Data Analyst"
1111,806,994,169,197,20230509,20230723,EMP-00994-00806,0,1,0,2,2,0,0,8.92,3.3,2,2.00,"Software Engineer"
1112,675,363,450,1000,20230201,20230828,EMP-00363-00675,0,0,0,4,2,1,0,9.07,1.5,2,3.39,"AI Engineer"
1113,712,813,274,296,20230818,20230122,EMP-00813-00712,1,0,1,5,1,2,1,9.36,3.3,1,1.85,"Business Analyst"
1114,63,359,276,768,20230601,20231201,EMP-00359-00063,0,0,0,3,0,0,0,7.94,1.4,0,2.85,"ML Engineer"
1115,59,255,746,815,20230623,20230529,EMP-00255-00059,0,0,0,4,3,1,0,7.73,3.2,1,2.28,"Data Scientist"
1116,23,903,597,820,20230710,20231201,EMP-00903-00023,1,0,0,3,3,0,0,8.16,1.0,2,1.79,"ML Engineer"
1117,548,762,161,52,20231219,20230810,EMP-00762-00548,0,0,0,3,1,1,1,9.02,3.0,2,1.58,"Business Analyst"
1118,745,765,168,515,20231116,20230821,EMP-00765-00745,0,0,0,3,0,1,0,8.08,1.9,0,2.10,"Data Analyst"
1119,357,682,275,179,20230126,20230402,EMP-00682-00357,0,1,0,5,3,1,1,8.03,1.7,2,3.35,"ML Engineer"
1120,851,370,31,400,20230328,20231123,EMP-00370-00851,1,1,0,1,2,1,0,8.41,3.2,2,2.61,"Data Scientist"
1121,816,471,870,36,20231129,20230721,EMP-00471-00816,0,1,0,3,3,0,0,9.25,0.9,1,1.95,"AI Engineer"
1122,66,607,99,355,20230506,20230609,EMP-00607-00066,0,0,0,3,1,2,1,7.06,3.2,1,2.98,"Business Analyst"
1123,736,227,920,706,20230713,20230323,EMP-00227-00736,0,1,0,4,0,0,0,8.82,2.5,0,3.43,"Data Engineer"
1124,250,374,181,74,20230111,20230310,EMP-00374-00250,1,1,0,2,2,0,0,7.83,3.2,2,2.34,"Data Engineer"
1125,222,623,866,808,20230712,20231220,EMP-00623-00222,0,1,0,3,3,2,1,7.72,3.3,1,3.37,"ML Engineer"
1126,821,63,426,27,20230519,20231119,EMP-00063-00821,1,0,0,2,3,0,0,8.99,3.1,2,2.41,"Data Analyst"
1127,621,892,408,440,20230121,20230620,EMP-00892-00621,0,1,1,4,0,2,1,8.58,0.3,1,2.37,"Data Scientist"
1128,282,168,194,904,20230912,20230714,EMP-00168-00282,0,1,1,5,3,1,1,9.00,1.2,2,2.11,"Data Engineer"
1129,260,594,548,190,20230604,20230509,EMP-00594-00260,0,0,0,3,1,0,0,7.87,2.9,2,2.76,"Business Analyst"
1130,865,13,78,842,20230817,20230110,EMP-00013-00865,0,0,0,5,1,0,0,8.79,0.6,0,2.09,"AI Engineer"
1131,701,162,364,762,20230620,20231111,EMP-00162-00701,1,0,0,2,2,0,0,9.38,0.1,0,2.26,"AI Engineer"
1132,990,599,819,835,20230314,20230218,EMP-00599-00990,0,1,0,2,3,2,1,8.54,1.3,1,1.89,"AI Engineer"
1133,950,269,376,364,20231107,20230708,EMP-00269-00950,1,0,0,2,3,1,1,9.32,3.7,1,2.14,"AI Engineer"
1134,435,115,559,899,20230703,20230621,EMP-00115-00435,1,0,0,5,1,1,1,8.59,2.4,1,3.12,"Software Engineer"
1135,992,123,185,315,20230822,20230928,EMP-00123-00992,0,0,0,1,3,0,0,9.83,2.7,1,2.28,"Data Engineer"
1136,817,589,539,777,20230721,20231217,EMP-00589-00817,1,0,0,4,2,2,0,8.44,0.1,1,3.38,"Data Analyst"
1137,157,528,110,863,20230608,20230915,EMP-00528-00157,0,1,0,3,0,2,0,8.99,2.4,2,2.94,"ML Engineer"
1138,387,476,634,839,20230709,20230701,EMP-00476-00387,0,1,1,2,0,2,1,8.88,0.3,2,1.99,"Data Analyst"
1139,663,230,809,296,20231013,20231224,EMP-00230-00663,0,0,1,4,3,2,0,8.45,1.0,1,2.27,"Data Analyst"
1140,961,5,194,366,20230114,20230405,EMP-00005-00961,1,0,0,2,1,2,1,9.59,3.1,2,1.86,"Data Scientist"
1141,113,830,755,818,20231118,20230322,EMP-00830-00113,0,1,0,1,0,0,0,8.23,0.6,0,1.56,"Data Scientist"
1142,21,49,705,211,20231128,20231114,EMP-00049-00021,0,1,0,3,2,2,1,7.09,2.0,0,3.23,"Data Scientist"
1143,259,727,368,561,20230321,20230331,EMP-00727-00259,1,0,1,5,0,1,0,8.86,1.9,1,3.42,"Data Engineer"
1144,160,198,230,54,20231102,20230301,EMP-00198-00160,1,0,1,4,2,0,0,7.07,3.4,2,2.64,"Data Analyst"
1145,782,178,39,330,20230121,20231224,EMP-00178-00782,0,1,0,4,3,2,0,8.21,2.2,0,2.54,"Business Analyst"
1146,474,85,2,972,20230708,20230913,EMP-00085-00474,1,0,0,1,3,0,0,7.16,1.1,0,2.81,"ML Engineer"
1147,407,602,168,890,20230703,20230225,EMP-00602-00407,0,0,0,1,0,0,0,9.25,2.7,2,3.39,"Data Analyst"
1148,363,340,920,311,20230321,20230515,EMP-00340-00363,0,0,0,2,0,1,1,7.93,0.2,1,3.04,"ML Engineer"
1149,657,625,857,34,20230513,20230616,EMP-00625-00657,0,1,0,3,3,1,1,9.45,2.1,0,2.69,"Data Engineer"
1150,918,182,687,376,20230223,20230216,EMP-00182-00918,1,0,1,2,2,1,1,8.76,2.1,0,2.79,"Software Engineer"
1151,355,720,115,408,20230101,20230914,EMP-00720-00355,1,0,0,1,2,0,0,9.85,2.2,0,3.44,"Business Analyst"
1152,659,348,999,721,20231125,20230422,EMP-00348-00659,0,0,0,1,3,2,1,7.58,1.6,1,2.10,"Data Scientist"
1153,64,35,195,19,20230421,20230915,EMP-00035-00064,0,0,1,4,2,1,1,9.02,0.6,2,2.69,"Data Analyst"
1154,114,20,855,395,20231212,20230225,EMP-00020-00114,0,1,0,5,2,2,1,9.62,2.8,0,2.22,"Data Scientist"
1155,953,585,713,172,20230105,20230831,EMP-00585-00953,0,0,0,5,0,1,0,7.41,3.0,1,2.04,"AI Engineer"
1156,680,966,359,219,20230915,20230807,EMP-00966-00680,0,1,0,4,2,1,0,8.08,2.3,1,1.97,"AI Engineer"
1157,921,432,111,443,20230413,20231126,EMP-00432-00921,0,0,0,5,3,2,1,7.82,2.5,0,2.49,"Data Analyst"
1158,446,141,832,994,20231018,20230902,EMP-00141-00446,0,1,0,5,0,1,1,8.81,0.6,1,1.63,"Data Scientist"
1159,240,306,344,836,20230929,20230312,EMP-00306-00240,1,0,0,3,3,1,1,8.53,2.1,2,3.46,"Data Analyst"
1160,175,55,431,347,20230127,20230709,EMP-00055-00175,0,1,0,1,3,2,1,7.70,1.7,1,1.64,"Business Analyst"
1161,84,136,110,824,20230807,20230225,EMP-00136-00084,0,0,1,3,3,0,0,9.49,3.3,2,2.79,"AI Engineer"
